country,Code.x,recog_bin,recog_date,recogyear,continent,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021,X2022,US1986,US1987,US1988,US1989,US1990,US1991,US1992,US1993,US1994,US1995,US1996,US1997,US1998,US1999,US2000,US2001,US2002,US2003,US2004,US2005,US2006,US2007,US2008,US2009,US2010,US2011,US2012,US2013,US2014,US2015,US2016,US2017,US2018,US2019,US2020,US2021,US2022,FR1986,FR1987,FR1988,FR1989,FR1990,FR1991,FR1992,FR1993,FR1994,FR1995,FR1996,FR1997,FR1998,FR1999,FR2000,FR2001,FR2002,FR2003,FR2004,FR2005,FR2006,FR2007,FR2008,FR2009,FR2010,FR2011,FR2012,FR2013,FR2014,FR2015,FR2016,FR2017,FR2018,FR2019,FR2020,FR2021,FR2022,CHIEX2004,CHIEX2005,CHIEX2006,CHIEX2007,CHIEX2008,CHIEX2009,CHIEX2010,CHIEX2011,CHIEX2012,CHIEX2013,CHIEX2014,CHIEX2015,CHIEX2016,CHIEX2017,CHIEX2018,CHIEX2019,CHIEX2020,CHIEX2021,CHIEX2022,CHIEX2023,FREX2004,FREX2005,FREX2006,FREX2007,FREX2008,FREX2009,FREX2010,FREX2011,FREX2012,FREX2013,FREX2014,FREX2015,FREX2016,FREX2017,FREX2018,FREX2019,FREX2020,FREX2021,FREX2022,FREX2023,RUEX2002,RUEX2003,RUEX2004,RUEX2005,RUEX2006,RUEX2007,RUEX2008,RUEX2009,RUEX2010,RUEX2011,RUEX2012,RUEX2013,RUEX2014,RUEX2015,RUEX2016,RUEX2017,RUEX2018,RUEX2019,RUEX2020,RUEX2021,UKEX2004,UKEX2005,UKEX2006,UKEX2007,UKEX2008,UKEX2009,UKEX2010,UKEX2011,UKEX2012,UKEX2013,UKEX2014,UKEX2015,UKEX2016,UKEX2017,UKEX2018,UKEX2019,UKEX2020,UKEX2021,UKEX2022,UKEX2023,USEX2004,USEX2005,USEX2006,USEX2007,USEX2008,USEX2009,USEX2010,USEX2011,USEX2012,USEX2013,USEX2014,USEX2015,USEX2016,USEX2017,USEX2018,USEX2019,USEX2020,USEX2021,USEX2022,USEX2023,CHIEXFUEL2004,CHIEXFUEL2005,CHIEXFUEL2006,CHIEXFUEL2007,CHIEXFUEL2008,CHIEXFUEL2009,CHIEXFUEL2010,CHIEXFUEL2011,CHIEXFUEL2012,CHIEXFUEL2013,CHIEXFUEL2014,CHIEXFUEL2015,CHIEXFUEL2016,CHIEXFUEL2017,CHIEXFUEL2018,CHIEXFUEL2019,CHIEXFUEL2020,CHIEXFUEL2021,CHIEXFUEL2022,CHIEXFUEL2023,FREXFUEL2004,FREXFUEL2005,FREXFUEL2006,FREXFUEL2007,FREXFUEL2008,FREXFUEL2009,FREXFUEL2010,FREXFUEL2011,FREXFUEL2012,FREXFUEL2013,FREXFUEL2014,FREXFUEL2015,FREXFUEL2016,FREXFUEL2017,FREXFUEL2018,FREXFUEL2019,FREXFUEL2020,FREXFUEL2021,FREXFUEL2022,FREXFUEL2023,RUEXFUEL2002,RUEXFUEL2003,RUEXFUEL2004,RUEXFUEL2005,RUEXFUEL2006,RUEXFUEL2007,RUEXFUEL2008,RUEXFUEL2009,RUEXFUEL2010,RUEXFUEL2011,RUEXFUEL2012,RUEXFUEL2013,RUEXFUEL2014,RUEXFUEL2015,RUEXFUEL2016,RUEXFUEL2017,RUEXFUEL2018,RUEXFUEL2019,RUEXFUEL2020,RUEXFUEL2021,UKEXFUEL2004,UKEXFUEL2005,UKEXFUEL2006,UKEXFUEL2007,UKEXFUEL2008,UKEXFUEL2009,UKEXFUEL2010,UKEXFUEL2011,UKEXFUEL2012,UKEXFUEL2013,UKEXFUEL2014,UKEXFUEL2015,UKEXFUEL2016,UKEXFUEL2017,UKEXFUEL2018,UKEXFUEL2019,UKEXFUEL2020,UKEXFUEL2021,UKEXFUEL2022,UKEXFUEL2023,USEXFUEL2004,USEXFUEL2005,USEXFUEL2006,USEXFUEL2007,USEXFUEL2008,USEXFUEL2009,USEXFUEL2010,USEXFUEL2011,USEXFUEL2012,USEXFUEL2013,USEXFUEL2014,USEXFUEL2015,USEXFUEL2016,USEXFUEL2017,USEXFUEL2018,USEXFUEL2019,USEXFUEL2020,USEXFUEL2021,USEXFUEL2022,USEXFUEL2023,CHIIM2004,CHIIM2005,CHIIM2006,CHIIM2007,CHIIM2008,CHIIM2009,CHIIM2010,CHIIM2011,CHIIM2012,CHIIM2013,CHIIM2014,CHIIM2015,CHIIM2016,CHIIM2017,CHIIM2018,CHIIM2019,CHIIM2020,CHIIM2021,CHIIM2022,CHIIM2023,FRIM2004,FRIM2005,FRIM2006,FRIM2007,FRIM2008,FRIM2009,FRIM2010,FRIM2011,FRIM2012,FRIM2013,FRIM2014,FRIM2015,FRIM2016,FRIM2017,FRIM2018,FRIM2019,FRIM2020,FRIM2021,FRIM2022,FRIM2023,RUIM2002,RUIM2003,RUIM2004,RUIM2005,RUIM2006,RUIM2007,RUIM2008,RUIM2009,RUIM2010,RUIM2011,RUIM2012,RUIM2013,RUIM2014,RUIM2015,RUIM2016,RUIM2017,RUIM2018,RUIM2019,RUIM2020,RUIM2021,UKIM2004,UKIM2005,UKIM2006,UKIM2007,UKIM2008,UKIM2009,UKIM2010,UKIM2011,UKIM2012,UKIM2013,UKIM2014,UKIM2015,UKIM2016,UKIM2017,UKIM2018,UKIM2019,UKIM2020,UKIM2021,UKIM2022,UKIM2023,USIM2004,USIM2005,USIM2006,USIM2007,USIM2008,USIM2009,USIM2010,USIM2011,USIM2012,USIM2013,USIM2014,USIM2015,USIM2016,USIM2017,USIM2018,USIM2019,USIM2020,USIM2021,USIM2022,USIM2023,CHIFUELIM2004,CHIFUELIM2005,CHIFUELIM2006,CHIFUELIM2007,CHIFUELIM2008,CHIFUELIM2009,CHIFUELIM2010,CHIFUELIM2011,CHIFUELIM2012,CHIFUELIM2013,CHIFUELIM2014,CHIFUELIM2015,CHIFUELIM2016,CHIFUELIM2017,CHIFUELIM2018,CHIFUELIM2019,CHIFUELIM2020,CHIFUELIM2021,CHIFUELIM2022,CHIFUELIM2023,FRFUELIM2004,FRFUELIM2005,FRFUELIM2006,FRFUELIM2007,FRFUELIM2008,FRFUELIM2009,FRFUELIM2010,FRFUELIM2011,FRFUELIM2012,FRFUELIM2013,FRFUELIM2014,FRFUELIM2015,FRFUELIM2016,FRFUELIM2017,FRFUELIM2018,FRFUELIM2019,FRFUELIM2020,FRFUELIM2021,FRFUELIM2022,FRFUELIM2023,RUFUELIM2002,RUFUELIM2003,RUFUELIM2004,RUFUELIM2005,RUFUELIM2006,RUFUELIM2007,RUFUELIM2008,RUFUELIM2009,RUFUELIM2010,RUFUELIM2011,RUFUELIM2012,RUFUELIM2013,RUFUELIM2014,RUFUELIM2015,RUFUELIM2016,RUFUELIM2017,RUFUELIM2018,RUFUELIM2019,RUFUELIM2020,RUFUELIM2021,UKFUELIM2004,UKFUELIM2005,UKFUELIM2006,UKFUELIM2007,UKFUELIM2008,UKFUELIM2009,UKFUELIM2010,UKFUELIM2011,UKFUELIM2012,UKFUELIM2013,UKFUELIM2014,UKFUELIM2015,UKFUELIM2016,UKFUELIM2017,UKFUELIM2018,UKFUELIM2019,UKFUELIM2020,UKFUELIM2021,UKFUELIM2022,UKFUELIM2023,USFUELIM2004,USFUELIM2005,USFUELIM2006,USFUELIM2007,USFUELIM2008,USFUELIM2009,USFUELIM2010,USFUELIM2011,USFUELIM2012,USFUELIM2013,USFUELIM2014,USFUELIM2015,USFUELIM2016,USFUELIM2017,USFUELIM2018,USFUELIM2019,USFUELIM2020,USFUELIM2021,USFUELIM2022,USFUELIM2023,col.belgium,col.britain,col.france,col.germany,col.italy,col.netherlands,col.portugal,col.spain,colstart.belgium_max,colstart.britain_max,colstart.france_max,colstart.germany_max,colstart.italy_max,colstart.netherlands_max,colstart.portugal_max,colstart.spain_max,colend.belgium_max,colend.britain_max,colend.france_max,colend.germany_max,colend.italy_max,colend.netherlands_max,colend.portugal_max,colend.spain_max,colstart.belgium_mean,colstart.britain_mean,colstart.france_mean,colstart.germany_mean,colstart.italy_mean,colstart.netherlands_mean,colstart.portugal_mean,colstart.spain_mean,colend.belgium_mean,colend.britain_mean,colend.france_mean,colend.germany_mean,colend.italy_mean,colend.netherlands_mean,colend.portugal_mean,colend.spain_mean,PR1985,PR1988,PR2000,PR2010,PR2020,PR2022,DI2006,DI2008,DI2010,DI2011,DI2012,DI2013,DI2014,DI2015,DI2016,DI2017,DI2018,DI2019,DI2020,DI2021,DI2022,ReligionByCountry_TotalReligious_2020,religionByCountry_christians_2020,religionByCountry_muslims_2020,religionByCountry_hindus_2020,religionByCountry_buddhists_2020,religionByCountry_folkReligions_2020,religionByCountry_jews_2020,religionByCountry_other_2020,religionByCountry_unaffiliated_2020,total,religionByCountry_christians,religionByCountry_muslims,religionByCountry_hindus,religionByCountry_buddhists,religionByCountry_folkReligions,religionByCountry_jews,religionByCountry_other,religionByCountry_unaffiliated,large_religion_2020,largest_religion_2010
Afghanistan,AFG,1,11/16/1988,1988,Asia,1.56,2.25,4.46,7.8,3.93,4.94,4.56,5.04,5.62,16.44,12.58,13.1,12.41,5.96,18.06,52.24,181.05,122.34,241.24,231.76,249.12,244.05,313.35,409.5,219.92,285.62,219.46,349.11,245.95,292.6,175.23,163.83,240.29,289.4,110.53,46.52,301.02,0.21,81.02,110.43,114.02,135.67,110.36,89.68,35.02,70.76,8.82,6.94,NA,NA,46.61,17.01,22.8,786.04,1344.06,1957.71,2343.32,1898.77,2771.25,4188.05,3893.26,4274.82,3847.15,2880.55,2631.02,2686.67,2158.12,1413.5,1262.2,1389.4,1388.97,1090.5,2926.51,1202.99,1.11,1.54,1.15,3.4,29.35,3.72,1.97,1.01,4.51,3.21,3.18,1.87,3.27,2.01,1.09,19.33,19.11,23.27,34.12,14.06,28.83,16.8,18.44,66.04,77.36,93.76,45.79,77.54,24.86,10.76,15.67,10,14.59,4.22,8.31,42.35,21.62,56973,51209,100487,169533,151627,213366,175265,230010,464034,328259,393559,364319,431894,541094,667868,599799,500680,474451,553083,1269784,52220,30710,47039,64345,45084,70893,60536,61088,57339,32604,22621,24145,23490,23933,19420,26441,21244,28925,28716,NA,32261,54504,75941,104416,82552,124775,172545,336000,538971,801273,938400,630974,407602,143968,184161,205267,118693,120961,153355,81934,26003,26266,41210,83011,159428,208270,302466,554274,164811,103659,48816,27253,21558,27082,39857,95793,32050,25270,3579,3588,150392,262153,417631,488783,481648,1511460,2151401,2921862,1521555,1409639,792389,478712,913874,942232,1227404,757769,670663,235673,21747,49756,50,0,8,2,0,92,0,0,283,0,37,0,2,371,185,138,119,1564,439,562,0,0,0,3,3,1166,593,2894,248,557,0,0,0,30,2,0,0,3,4,NA,42,153,3146,13446,894,13392,46744,66812,397221,642302,580258,305988,233113,35578,89144,101108,37328,40156,31228,6763,17,0,55,21,2,808,624,30582,2253,522,182,55,62,21,2,60,12,35,NA,NA,25,156,107,43,180,456,879,719,773,527,401,358,402,567,531,566,516,199,10,NA,947,1512,186,2376,2693,1376,3680,4403,5187,9595,17372,11996,4489,3255,24109,29279,54512,49527,42016,63999,1434,753,1091,2506,1930,3331,1980,5406,4986,8346,4948,7824,11026,8342,9192,5580,3468,8791,4282,NA,5083,6625,4137,3875,11510,8800,15099,15300,19486,28053,11304,14280,12662,9105,6279,2904,3992,5306,3548,4722,1747,995,800,2017,1676,1785,2589,14084,4024,4603,3750,7209,3010,2440,3144,4559,3714,5682,3443,3021,25106,67650,45827,76810,86907,124108,87474,26637,37927,46316,72810,24641,34476,14698,29758,40455,17346,22872,23806,21008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,3.06,3.02,2.48,2.48,2.48,2.48,2.77,2.77,2.55,2.55,2.97,2.85,2.85,0.32,0.32,40705000,40000,40610000,10000,5000,5000,5000,30000,5000,31405000,30000,31330000,10000,5000,5000,5000,20000,5000,MUS,MUS
Albania,ALB,1,11/17/1988,1988,Europe ,NA,NA,NA,NA,NA,NA,2.03,2.25,2.5,3.3,2.76,1.96,1.17,22.04,13.69,7.83,6.71,5.6,4.34,3.98,3.65,6.14,2.69,1.59,0.91,0.71,1.06,1.23,0.87,1.04,0.57,1.13,1.12,4.03,1.86,2.43,1.57,NA,NA,NA,NA,NA,0.98,20.41,26.79,25.5,58.01,41.78,43.5,50.22,102.54,102.52,78.22,69.6,63.34,55.69,55.87,53.34,31.15,51.78,38.78,36.51,26.21,33.03,21.4,21.08,38.16,18.77,19.77,14.83,16.26,18.13,12.36,16.06,NA,NA,NA,NA,NA,0.74,2.19,2.89,7.91,2.36,3.12,3.11,2.53,3.77,10.11,4.05,4.55,13.66,5.78,5.37,4.73,5.04,4.09,4.1,4.85,3.87,5,3.98,4.66,4.65,6.77,5.28,5.97,6.14,5.95,125.07,83.24,63248,83210,66055,89979,196106,207862,199278,281483,343905,324596,378270,430471,512600,453691,541832,601093,571224,591557,704080,1097420,24336,21494,20737,30109,35136,71871,61179,73343,32110,49153,46080,43941,49241,50321,72750,55125,49500,56075,90774,NA,20486,36300,41520,50449,47707,135511,177289,53975,53614,57674,87858,49951,80759,65883,57932,72615,125691,98469,129359,132543,20999,26503,31475,36803,27267,27679,31607,30191,33673,30161,33405,23449,23749,24199,23778,23932,15652,30345,42936,55043,20094,18514,27631,33965,40031,47529,46432,47562,54082,74365,51280,30898,50293,62087,59200,86259,57107,96306,117843,139246,0,0,0,0,46,1,0,0,25,33,840,28,25,1,0,14,4,NA,5,8,709,1055,476,265,286,585,372,12384,279,5269,3234,298,715,4295,17944,1106,786,2891,8374,NA,2016,10771,21373,15863,13472,68422,127352,14157,10630,2402,9650,1249,16958,26974,14444,4313,41643,19491,54489,42098,8,0,25,23,0,48,93,353,914,1160,1388,545,11,54,277,375,144,86,60,269,117,45,160,38,14,7,63,18,2460,2944,6060,2200,1456,3789,1426,7598,6573,10119,37837,9984,5957,7043,12842,66341,88259,64320,147573,155368,142721,234841,189322,128655,129361,198078,107862,102721,81121,164152,186301,181239,11510,12152,22557,23238,30305,37398,35851,66695,65484,114905,85897,66778,89687,114878,104299,95963,80746,72708,84240,NA,334,6638,2270,1741,4208,4136,28242,4220,3808,7881,9393,12890,22460,11990,10877,15368,19110,24459,16147,16864,2514,1933,1659,16208,9996,2781,2623,2114,2974,14644,13547,4727,4395,4547,9364,8526,12761,8623,47425,48157,12212,38853,25067,10122,12435,15804,31776,27851,19935,23829,70266,163100,125862,43364,70350,58627,48842,70588,152134,80751,0,0,0,0,0,0,0,0,18,36,421,614,8307,57,68,444,37,22,24,63,758,1130,1154,2143,3637,1228,317,526,555,35933,4552,52,418,18699,222,3625,50,517,459,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,NA,0,0,0,0,0,0,0,0,0,12165,9669,0,24,137,26,0,25,26,240,194,0,27252,11855,0,0,0,0,0,0,0,41422,129273,95886,0,0,0,0,NA,40,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,1,1,5.91,5.91,5.86,5.81,5.67,5.67,5.67,5.91,5.91,5.98,5.98,5.89,6.08,6.11,6.41,3205000,540000,2640000,5000,5000,5000,5000,5000,30000,3175000,580000,2570000,5000,5000,5000,5000,5000,50000,MUS,MUS
Algeria,DZA,1,11/15/1988,1988,Africa,0.64,0.74,1.55,1.5,1.05,1.2,0.86,0.96,1.07,0.44,0.14,0.15,0.21,0.07,NA,0.32,NA,0.97,0.02,NA,NA,0.52,2.05,3.99,2.52,1.56,3.91,5.37,15.64,4.22,5.03,10.19,9.63,12.18,9.24,4.81,1.96,NA,NA,NA,NA,NA,NA,4.67,NA,1.05,NA,NA,NA,NA,0.5,1.26,0.3,4.62,4.6,5.83,1.54,3.76,5.7,14.73,13.64,16.88,11.6,12.42,19.65,6.46,18.59,9.01,7.15,9.84,14.73,12.68,2.86,2.32,120.69,121.53,114.95,402.71,400.64,126.79,144.15,390.67,373.19,146.96,193.49,131.42,124.9,115.41,109.37,121.25,150.04,342.9,278.12,361.21,157.11,188.3,133.59,133.15,137.57,134.95,134.39,136.45,122.31,112.05,117.75,138.09,148.1,138.68,133.62,131.82,152.51,980519,1404420,1947514,2741975,3751910,4180239,3999999,4471882,5416657,6023897,7395178,7600452,7736763,6788723,7923382,6941783,5596322,6349680,6276098,9498749,5258186,5809565,5057742,5695717,8108167,6959564,6933296,8023029,8161644,7843394,8180966,6895350,5620623,5631398,6227559,5512651,4800727,4386293,4736941,NA,174593,291428,183044,205980,643476,498636,1120545,1437000,1269614,1682938,2781550,1584801,798501,1975766,3966281,4621195,4801850,3384924,2957084,2989447,306979,263900,307312,343419,497974,512673,534325,920513,575425,828939,789673,509427,559827,429281,450921,460122,312998,298871,234841,263031,971582,1106190,1101824,1652509,1243239,1108769,1194325,1596975,1363163,1848704,2616993,1875733,2191262,1062352,1261034,1000468,725193,783926,1200594,1214448,47,911,4954,550,1931,409,766,785,762,20,239,9472,18306,69691,79535,1319,1363,1710,895,2218,54720,69990,124441,158305,205897,169134,215877,168773,844239,207659,154242,211205,139780,427472,416466,314174,24993,48587,23554,NA,1400,0,488,53,0,56,2,443,126,60508,398884,451888,417698,184383,136443,103404,359082,487366,50923,10538,452,373,14384,824,1031,905,1115,2108,1467,31085,475,16586,616,45,332,3352,344,548,834,570,24022,28567,46101,187396,51782,83432,13802,157001,28960,329715,52709,62992,109571,45366,196942,118695,746,1504,2964,463,259078,363733,143122,1160932,849219,946620,1177317,1960887,2311906,2164547,1314682,781572,333205,448196,1178824,1141251,997056,1080771,1143561,854521,3574410,4582170,5190544,4627197,7082517,3817858,3073577,6112713,5039141,5632882,5834117,4321345,3320638,3832406,4920622,4665199,3064689,5158799,6979326,NA,461,1241,1339,2751,337,9945,221470,6844,26134,2622,3701,4770,9984,5484,8166,9058,10505,9007,9157,18267,579633,810278,1604057,1686848,1551460,800270,915446,2387033,3239148,5344071,5460104,2730795,907160,1741326,2896332,2503295,605862,1434044,2177879,1927533,7926532,10931931,16088930,18431958,20032289,11150476,14943690,14912503,10201300,4960483,4794597,3537242,3418707,3991780,4781633,2592963,502717,1970364,3166407,3150866,258406,361852,138794,1157143,845606,933639,1168038,1952870,2307033,2159605,1308344,774453,322763,438442,1159797,1135346,971478,1010976,1113272,814366,3403832,4356239,4935426,4401171,6789450,3670990,2912678,5930978,4853485,5434938,5402306,3914330,2993460,3530249,4571859,4349688,2796425,4691960,6209704,NA,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,NA,546230,792262,1580242,1667223,1532920,788840,884620,2361011,3214694,5318013,5384822,2664191,841675,1726237,2849135,2463935,563972,1365641,2040970,1782513,7901513,10911136,16077618,18384244,19981089,11134732,14934695,14901324,10195999,4949726,4743224,3419745,3248343,3887968,4610634,2358104,386926,1319764,2529452,2475994,0,0,1,0,0,0,0,0,NA,NA,1848,NA,NA,NA,NA,NA,NA,NA,1962,NA,NA,NA,NA,NA,NA,NA,1836,NA,NA,NA,NA,NA,NA,NA,1962,NA,NA,NA,NA,NA,0,0,1,1,1,1,3.17,3.32,3.44,3.44,3.83,3.83,3.83,3.95,3.56,3.56,3.5,4.01,3.77,3.77,3.66,39530000,70000,39430000,5000,5000,10000,5000,5000,740000,34820000,60000,34730000,5000,5000,10000,5000,5000,660000,MUS,MUS
Andorra,NA,0,NA,NA,Europe ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113,3231,884,710,1168,2497,3372,5619,26846,2244,2204,1835,1251,1208,1865,2554,3401,4330,22261,19510,393880,402800,405801,350697,395334,318568,308483,320694,276001,271731,297389,257037,258978,261582,295230,249579,192078,250456,291136,NA,52,144,2313,0,17,1,0,0,0,0,0,0,0,3907,2363,6256,99,174,9392,13478,16782,18864,13514,13284,59780,27380,9694,17752,14394,13816,11402,13331,11306,10062,10621,19748,10315,6248,12096,12646,11625,10549,8945,14300,15931,9426,7682,5161,2238,5797,3789,3337,2830,3285,3066,3350,3684,4690,3511,6213,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,0,NA,NA,NA,28035,44825,58164,21438,65498,59770,57080,76402,66554,55770,68001,56890,57530,52794,62865,50926,32049,50928,82704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,0,0,0,56,0,0,0,1,0,0,0,0,NA,NA,NA,0,169,0,0,0,0,8,5,0,183,0,5,0,126,5,3,0,NA,NA,NA,4,9,0,7,45,183,34,148,324,15,31,11,104,90,166,210,432,715,191,182,28550,24177,22242,20264,14047,12483,12210,2467,1353,2061,1274,3682,8773,16201,15097,21464,34764,29084,19298,NA,176,205,390,760,385,453,267,50,103,129,447,651,235,94,323,8,6,37,39,50,221,196,823,279,571,81,622,286,522,471,465,1046,1351,315,653,592,630,5808,12177,11714,970,712,2745,459,903,542,482,619,443,1430,1251,4871,6690,13762,16087,12190,5531,8224,9959,53572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,39,3,0,26,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100000,70000,5000,5000,5000,5000,5000,5000,5000,100000,70000,5000,5000,5000,5000,5000,5000,5000,CHR,CHR
Angola,AGO,1,12/06/1988,1988,Africa,1.18,0.93,1.68,4.04,3.43,4.93,4.42,4.89,5.44,32.3,23.39,7.44,14.22,4.82,11.81,11.59,14.16,17.1,16.24,14.81,12.75,9.12,9.28,4.36,15.32,0.34,0.58,0.87,1.45,2.04,0.69,0.81,0.31,1.62,1.39,0.03,NA,13.19,9.38,10.23,4.32,5.46,18.27,35.27,16.76,75.31,84.16,93.72,42.6,66.5,76.93,95.79,53.9,187.4,219.41,161.88,86.58,63.7,62.1,69.91,64.46,124.45,89.4,83.82,68.42,65.7,55.91,74.33,68.42,55.83,47.97,74.12,41.74,67.68,24.29,30.25,16.5,19.46,52.59,100.06,106.55,4.61,6.7,13.03,14.67,9.64,9.36,9.19,11.41,23.17,13.3,45.1,24.66,12,11.88,7.96,6.89,6.61,6.21,4.36,4.93,4.98,5.66,6.15,5.23,184.43,105.87,6.04,53.53,187.08,9.83,193518,372794,894186,1234519,2942470,2385960,2003873,2784153,4039171,3964059,5974997,3723163,1712643,2282863,2234928,2055727,1748092,2491546,4096911,4214869,273520,370800,633660,741951,745298,752695,841482,814014,699385,612258,1022665,671598,284089,342145,316889,286657,222632,285377,267386,NA,50979,24065,28291,26814,80639,36135,76753,24422,10284,47431,34857,95099,57932,242642,567916,119664,49469,49652,79422,87654,219374,288709,392849,548083,534847,522325,826899,602520,636489,857460,999945,698602,499718,493346,264131,291852,335598,294525,397824,364449,593897,929047,1550236,1280157,2116987,1422873,1293491,1503223,1490579,1443439,2039125,1166095,1249758,809493,524980,534698,469988,445469,651455,595278,0,1,39,218,1221,5116,6247,4827,3014,1529,6934,537,115629,576,565,371,552,682,2668,3974,12542,17255,13688,39674,23645,12582,15058,83272,24559,22503,34880,7701,10520,6178,5837,10028,4605,4269,14623,NA,153,33,33,35,522,80,13,113,10,18866,175,0,181,172,2984,4310,5126,975,2570,2839,5932,123,217,1303,1710,9379,1612,2094,38165,1555,1847,1422,1212,758,576,1383,26000,32682,1214,1258,1091,985,2092,3141,3925,44680,2036,4958,4023,17537,9699,1499,3231,2163,1111,793,712,1838,12675,7917,4717339,6581829,10933295,12888665,22382524,14675831,22815049,24922180,33561897,31972669,31106015,15997249,13874376,20385916,25652016,23837402,14757730,20908231,23245987,18919150,815351,1749101,1553209,2370503,4010271,3270520,2126303,1825704,1199928,1225881,2080661,1610975,1029989,370497,600227,509654,502749,232236,3915009,NA,38,7,11,1,42,792,60,5,2,94,105,263,76,7,15,20,30003,29463,2878,1999,5618,15586,4892,356114,1061280,422687,66700,437171,1261395,994287,650319,1006251,369343,71778,83064,17811,1975,7992,1462054,736468,4796800,8846627,12174574,12925965,19497728,9703061,12273945,13833012,10030265,8922895,5837752,2917054,2976766,2686494,2768831,984169,497346,1069637,1639692,1205191,4716808,6575939,10930839,12879534,22358968,14617854,22795735,24809999,33430524,31906808,31060219,15955366,13835909,20228889,25580890,23785794,14686950,20823874,23089108,18807709,813875,1747713,1550328,2366372,4007460,3268082,2121564,1820092,1195083,1222309,2076442,1606110,1025802,367183,594620,503087,500323,229464,3910612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12646,0,338244,1055506,415256,57213,420709,1236951,972610,636278,995535,361177,58194,75077,14615,79,6,1458801,732787,4754659,8779091,12116445,12867082,19459530,9653351,12148771,13661644,9922768,8898960,5822391,2845136,2731732,2544637,2564487,916537,482834,1014326,1500417,1058367,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1576,NA,NA,NA,NA,NA,NA,NA,1975,NA,NA,NA,NA,NA,NA,NA,1576,NA,NA,NA,NA,NA,NA,NA,1974,NA,0,0,0,1,1,1,2.41,3.35,3.32,3.32,3.35,3.35,3.35,3.35,3.4,3.62,3.62,3.72,3.66,3.37,3.96,23280000,22190000,50000,5000,5000,1020000,5000,5000,1270000,18120000,17270000,40000,5000,5000,790000,5000,5000,980000,CHR,CHR
